Compute Workflow	PSE	Assay	Protocol	Date Scheduled	Work Order	Sample Full Name	# of Inputs	# of Instrument Data	Status	Executions
207030	165471098	CCDG WGS	Aligned Bam To BQSR Cram And VCF Without Genotype	2/19/18 12:09	2855729	H_WX-2106-2106	16	16	ready	1
207031	165471105	CCDG WGS	Aligned Bam To BQSR Cram And VCF Without Genotype	2/19/18 12:09	2855729	H_WX-2127-2127	16	16	ready	1
207032	165471112	CCDG WGS	Aligned Bam To BQSR Cram And VCF Without Genotype	2/19/18 12:09	2855729	H_WX-2107-2107	16	16	ready	1
207033	165471115	CCDG WGS	Aligned Bam To BQSR Cram And VCF Without Genotype	2/19/18 12:10	2855729	H_WX-2140-2140	16	16	ready	1
207034	165471116	CCDG WGS	Aligned Bam To BQSR Cram And VCF Without Genotype	2/19/18 12:10	2855729	H_WX-2010-2010	16	16	ready	1
207176	165472962	CCDG WGS	Aligned Bam To BQSR Cram And VCF Without Genotype	2/19/18 12:22	2855729	H_WX-2009-2009	16	16	ready	1
207177	165472967	CCDG WGS	Aligned Bam To BQSR Cram And VCF Without Genotype	2/19/18 12:22	2855729	H_WX-2108-2108	16	16	ready	1
207178	165472968	CCDG WGS	Aligned Bam To BQSR Cram And VCF Without Genotype	2/19/18 12:22	2855729	H_WX-2059-2059	16	16	ready	1
207181	165472986	CCDG WGS	Aligned Bam To BQSR Cram And VCF Without Genotype	2/19/18 12:22	2855729	H_WX-2122-2122	16	16	ready	1
207191	165474447	CCDG WGS	Aligned Bam To BQSR Cram And VCF Without Genotype	2/19/18 12:41	2855729	H_WX-2080-2080	16	16	ready	1
207194	165474466	CCDG WGS	Aligned Bam To BQSR Cram And VCF Without Genotype	2/19/18 12:41	2855729	H_WX-2052-2052	16	16	ready	1
207197	165474487	CCDG WGS	Aligned Bam To BQSR Cram And VCF Without Genotype	2/19/18 12:41	2855729	H_WX-2134-2134	16	16	ready	1
207207	165474556	CCDG WGS	Aligned Bam To BQSR Cram And VCF Without Genotype	2/19/18 12:41	2855729	H_WX-2022-2022	16	16	ready	1
207218	165475213	CCDG WGS	Aligned Bam To BQSR Cram And VCF Without Genotype	2/19/18 12:59	2855729	H_WX-2111-2111	16	16	ready	1
207225	165475518	CCDG WGS	Aligned Bam To BQSR Cram And VCF Without Genotype	2/19/18 13:08	2855729	H_WX-1681-1681	16	16	ready	1
207226	165475520	CCDG WGS	Aligned Bam To BQSR Cram And VCF Without Genotype	2/19/18 13:08	2855729	H_WX-1701-1701	16	16	ready	1
207227	165475559	CCDG WGS	Aligned Bam To BQSR Cram And VCF Without Genotype	2/19/18 13:10	2855729	H_WX-1707-1707	16	16	ready	1
207228	165475560	CCDG WGS	Aligned Bam To BQSR Cram And VCF Without Genotype	2/19/18 13:10	2855729	H_WX-1568-1568	16	16	ready	1
207231	165475614	CCDG WGS	Aligned Bam To BQSR Cram And VCF Without Genotype	2/19/18 13:16	2855729	H_WX-1611-1611	16	16	ready	1
207232	165475615	CCDG WGS	Aligned Bam To BQSR Cram And VCF Without Genotype	2/19/18 13:16	2855729	H_WX-1511-1511	16	16	ready	1
207233	165475616	CCDG WGS	Aligned Bam To BQSR Cram And VCF Without Genotype	2/19/18 13:16	2855729	H_WX-1789-1789	16	16	ready	1
207235	165475692	CCDG WGS	Aligned Bam To BQSR Cram And VCF Without Genotype	2/19/18 13:20	2855729	H_WX-1582-1582	16	16	ready	1
207236	165475693	CCDG WGS	Aligned Bam To BQSR Cram And VCF Without Genotype	2/19/18 13:20	2855729	H_WX-1759-1759	16	16	ready	1
207237	165475705	CCDG WGS	Aligned Bam To BQSR Cram And VCF Without Genotype	2/19/18 13:22	2855729	H_WX-1734-1734	16	16	ready	1
207238	165475791	CCDG WGS	Aligned Bam To BQSR Cram And VCF Without Genotype	2/19/18 13:26	2855729	H_WX-1597-1597	16	16	ready	1
207239	165475806	CCDG WGS	Aligned Bam To BQSR Cram And VCF Without Genotype	2/19/18 13:28	2855729	H_WX-1596-1596	16	16	ready	1
207240	165475808	CCDG WGS	Aligned Bam To BQSR Cram And VCF Without Genotype	2/19/18 13:28	2855729	H_WX-1604-1604	16	16	ready	1
207241	165475848	CCDG WGS	Aligned Bam To BQSR Cram And VCF Without Genotype	2/19/18 13:30	2855729	H_WX-1586-1586	16	16	ready	1
207242	165475850	CCDG WGS	Aligned Bam To BQSR Cram And VCF Without Genotype	2/19/18 13:30	2855729	H_WX-1751-1751	16	16	ready	1
207243	165475851	CCDG WGS	Aligned Bam To BQSR Cram And VCF Without Genotype	2/19/18 13:30	2855729	H_WX-1706-1706	16	16	ready	1
207244	165475852	CCDG WGS	Aligned Bam To BQSR Cram And VCF Without Genotype	2/19/18 13:30	2855729	H_WX-2030-2030	7	8	active	0
207245	165476010	CCDG WGS	Aligned Bam To BQSR Cram And VCF Without Genotype	2/19/18 13:33	2855729	H_WX-1575-1575	16	16	ready	1
207246	165476387	CCDG WGS	Aligned Bam To BQSR Cram And VCF Without Genotype	2/19/18 13:34	2855729	H_WX-1595-1595	16	16	ready	1
207247	165476416	CCDG WGS	Aligned Bam To BQSR Cram And VCF Without Genotype	2/19/18 13:35	2855729	H_WX-1697-1697	16	16	ready	1
207248	165476430	CCDG WGS	Aligned Bam To BQSR Cram And VCF Without Genotype	2/19/18 13:35	2855729	H_WX-2021-2021	8	8	active	0
207249	165476448	CCDG WGS	Aligned Bam To BQSR Cram And VCF Without Genotype	2/19/18 13:37	2855729	H_WX-1650-1650	16	16	ready	1
207250	165476454	CCDG WGS	Aligned Bam To BQSR Cram And VCF Without Genotype	2/19/18 13:37	2855729	H_WX-1686-1686	16	16	ready	1
207251	165476611	CCDG WGS	Aligned Bam To BQSR Cram And VCF Without Genotype	2/19/18 13:39	2855729	H_WX-1683-1683	16	16	ready	1
207252	165476615	CCDG WGS	Aligned Bam To BQSR Cram And VCF Without Genotype	2/19/18 13:39	2855729	H_WX-1743-1743	16	16	ready	1
207253	165476800	CCDG WGS	Aligned Bam To BQSR Cram And VCF Without Genotype	2/19/18 13:42	2855729	H_WX-1674-1674	16	16	ready	1
207254	165476801	CCDG WGS	Aligned Bam To BQSR Cram And VCF Without Genotype	2/19/18 13:42	2855729	H_WX-1660-1660	16	16	ready	1
207255	165476813	CCDG WGS	Aligned Bam To BQSR Cram And VCF Without Genotype	2/19/18 13:42	2855729	H_WX-1615-1615	16	16	ready	1
207256	165476859	CCDG WGS	Aligned Bam To BQSR Cram And VCF Without Genotype	2/19/18 13:42	2855729	H_WX-1736-1736	16	16	ready	1
207257	165476865	CCDG WGS	Aligned Bam To BQSR Cram And VCF Without Genotype	2/19/18 13:42	2855729	H_WX-1739-1739	16	16	ready	1
207258	165476888	CCDG WGS	Aligned Bam To BQSR Cram And VCF Without Genotype	2/19/18 13:42	2855729	H_WX-2034-2034	8	8	active	0
207259	165476889	CCDG WGS	Aligned Bam To BQSR Cram And VCF Without Genotype	2/19/18 13:42	2855729	H_WX-1983-1983	8	8	active	0
207260	165477010	CCDG WGS	Aligned Bam To BQSR Cram And VCF Without Genotype	2/19/18 13:44	2855729	H_WX-1981-1981	8	8	active	0
207261	165477060	CCDG WGS	Aligned Bam To BQSR Cram And VCF Without Genotype	2/19/18 13:46	2855729	H_WX-1808-1808	16	16	ready	1
207262	165477077	CCDG WGS	Aligned Bam To BQSR Cram And VCF Without Genotype	2/19/18 13:46	2855729	H_WX-2005-2005	8	8	active	0
207263	165477107	CCDG WGS	Aligned Bam To BQSR Cram And VCF Without Genotype	2/19/18 13:48	2855729	H_WX-1654-1654	16	16	ready	1
207264	165477109	CCDG WGS	Aligned Bam To BQSR Cram And VCF Without Genotype	2/19/18 13:48	2855729	H_WX-1791-1791	16	16	ready	1
207265	165477117	CCDG WGS	Aligned Bam To BQSR Cram And VCF Without Genotype	2/19/18 13:48	2855729	H_WX-1723-1723	16	16	ready	1
207266	165477118	CCDG WGS	Aligned Bam To BQSR Cram And VCF Without Genotype	2/19/18 13:48	2855729	H_WX-1991-1991	8	8	active	0
207267	165477149	CCDG WGS	Aligned Bam To BQSR Cram And VCF Without Genotype	2/19/18 13:50	2855729	H_WX-1740-1740	16	16	ready	1
207268	165477152	CCDG WGS	Aligned Bam To BQSR Cram And VCF Without Genotype	2/19/18 13:50	2855729	H_WX-1659-1659	16	16	ready	1
207269	165477154	CCDG WGS	Aligned Bam To BQSR Cram And VCF Without Genotype	2/19/18 13:50	2855729	H_WX-1710-1710	16	16	ready	1
207270	165477157	CCDG WGS	Aligned Bam To BQSR Cram And VCF Without Genotype	2/19/18 13:50	2855729	H_WX-1682-1682	16	16	ready	1
207271	165477158	CCDG WGS	Aligned Bam To BQSR Cram And VCF Without Genotype	2/19/18 13:50	2855729	H_WX-1720-1720	16	16	ready	1
207272	165477161	CCDG WGS	Aligned Bam To BQSR Cram And VCF Without Genotype	2/19/18 13:50	2855729	H_WX-1984-1984	8	8	active	0
207273	165477162	CCDG WGS	Aligned Bam To BQSR Cram And VCF Without Genotype	2/19/18 13:50	2855729	H_WX-1742-1742	16	16	ready	1
207274	165477163	CCDG WGS	Aligned Bam To BQSR Cram And VCF Without Genotype	2/19/18 13:50	2855729	H_WX-1998-1998	8	8	active	0
207275	165477166	CCDG WGS	Aligned Bam To BQSR Cram And VCF Without Genotype	2/19/18 13:50	2855729	H_WX-2086-2086	8	8	active	0
207276	165477218	CCDG WGS	Aligned Bam To BQSR Cram And VCF Without Genotype	2/19/18 13:52	2855729	H_WX-1748-1748	16	16	ready	1
207277	165477222	CCDG WGS	Aligned Bam To BQSR Cram And VCF Without Genotype	2/19/18 13:52	2855729	H_WX-1735-1735	16	16	ready	1
207278	165477223	CCDG WGS	Aligned Bam To BQSR Cram And VCF Without Genotype	2/19/18 13:52	2855729	H_WX-1678-1678	16	16	ready	1
207279	165477235	CCDG WGS	Aligned Bam To BQSR Cram And VCF Without Genotype	2/19/18 13:52	2855729	H_WX-2012-2012	8	8	active	0
207280	165477236	CCDG WGS	Aligned Bam To BQSR Cram And VCF Without Genotype	2/19/18 13:52	2855729	H_WX-2044-2044	8	8	active	0
207281	165477256	CCDG WGS	Aligned Bam To BQSR Cram And VCF Without Genotype	2/19/18 13:54	2855729	H_WX-1702-1702	16	16	ready	1
207282	165477273	CCDG WGS	Aligned Bam To BQSR Cram And VCF Without Genotype	2/19/18 13:54	2855729	H_WX-2077-2077	8	8	active	0
207283	165477274	CCDG WGS	Aligned Bam To BQSR Cram And VCF Without Genotype	2/19/18 13:54	2855729	H_WX-2002-2002	8	8	active	0
207284	165477360	CCDG WGS	Aligned Bam To BQSR Cram And VCF Without Genotype	2/19/18 13:56	2855729	H_WX-1976-1976	8	8	active	0
207285	165477369	CCDG WGS	Aligned Bam To BQSR Cram And VCF Without Genotype	2/19/18 13:58	2855729	H_WX-1621-1621	16	16	ready	1
207286	165477388	CCDG WGS	Aligned Bam To BQSR Cram And VCF Without Genotype	2/19/18 13:58	2855729	H_WX-2092-2092	8	8	active	0
207287	165477410	CCDG WGS	Aligned Bam To BQSR Cram And VCF Without Genotype	2/19/18 14:00	2855729	H_WX-2007-2007	6	8	active	0
207288	165477429	CCDG WGS	Aligned Bam To BQSR Cram And VCF Without Genotype	2/19/18 14:02	2855729	H_WX-2008-2008	8	8	active	0
207289	165477431	CCDG WGS	Aligned Bam To BQSR Cram And VCF Without Genotype	2/19/18 14:02	2855729	H_WX-2029-2029	8	8	active	0
207290	165477432	CCDG WGS	Aligned Bam To BQSR Cram And VCF Without Genotype	2/19/18 14:02	2855729	H_WX-2053-2053	8	8	active	0
207291	165477446	CCDG WGS	Aligned Bam To BQSR Cram And VCF Without Genotype	2/19/18 14:04	2855729	H_WX-1732-1732	16	16	ready	1
207292	165477449	CCDG WGS	Aligned Bam To BQSR Cram And VCF Without Genotype	2/19/18 14:04	2855729	H_WX-1997-1997	8	8	active	0
207293	165477464	CCDG WGS	Aligned Bam To BQSR Cram And VCF Without Genotype	2/19/18 14:06	2855729	H_WX-1718-1718	16	16	ready	1
207294	165477476	CCDG WGS	Aligned Bam To BQSR Cram And VCF Without Genotype	2/19/18 14:06	2855729	H_WX-2017-2017	8	8	active	0
207295	165477518	CCDG WGS	Aligned Bam To BQSR Cram And VCF Without Genotype	2/19/18 14:10	2855729	H_WX-1688-1688	16	16	ready	1
207296	165477521	CCDG WGS	Aligned Bam To BQSR Cram And VCF Without Genotype	2/19/18 14:10	2855729	H_WX-2004-2004	8	8	active	0
207297	165477523	CCDG WGS	Aligned Bam To BQSR Cram And VCF Without Genotype	2/19/18 14:10	2855729	H_WX-1978-1978	8	8	active	0
207298	165477536	CCDG WGS	Aligned Bam To BQSR Cram And VCF Without Genotype	2/19/18 14:12	2855729	H_WX-1693-1693	16	16	ready	1
211484	165594689	CCDG WGS	Aligned Bam To BQSR Cram And VCF Without Genotype	2/27/18 10:15	2855729	H_WX-2323-2323	11	11	ready	1
211485	165594692	CCDG WGS	Aligned Bam To BQSR Cram And VCF Without Genotype	2/27/18 10:15	2855729	H_WX-2239-2239	11	11	ready	1
211486	165594697	CCDG WGS	Aligned Bam To BQSR Cram And VCF Without Genotype	2/27/18 10:15	2855729	H_WX-2284-2284	11	11	ready	1
211487	165594698	CCDG WGS	Aligned Bam To BQSR Cram And VCF Without Genotype	2/27/18 10:15	2855729	H_WX-2278-2278	11	11	ready	1
211488	165594701	CCDG WGS	Aligned Bam To BQSR Cram And VCF Without Genotype	2/27/18 10:15	2855729	H_WX-2283-2283	11	11	ready	1
211489	165594707	CCDG WGS	Aligned Bam To BQSR Cram And VCF Without Genotype	2/27/18 10:15	2855729	H_WX-2289-2289	11	11	ready	1
211490	165594722	CCDG WGS	Aligned Bam To BQSR Cram And VCF Without Genotype	2/27/18 10:15	2855729	H_WX-2242-2242	11	11	ready	1
211491	165594738	CCDG WGS	Aligned Bam To BQSR Cram And VCF Without Genotype	2/27/18 10:15	2855729	H_WX-2262-2262	11	11	ready	1
211507	165595567	CCDG WGS	Aligned Bam To BQSR Cram And VCF Without Genotype	2/27/18 10:18	2855729	H_WX-2282-2282	11	11	ready	1
211508	165595571	CCDG WGS	Aligned Bam To BQSR Cram And VCF Without Genotype	2/27/18 10:18	2855729	H_WX-2275-2275	11	11	ready	1
211509	165595614	CCDG WGS	Aligned Bam To BQSR Cram And VCF Without Genotype	2/27/18 10:18	2855729	H_WX-2265-2265	11	11	ready	1
211515	165595798	CCDG WGS	Aligned Bam To BQSR Cram And VCF Without Genotype	2/27/18 10:18	2855729	H_WX-2263-2263	11	11	ready	1
211516	165595830	CCDG WGS	Aligned Bam To BQSR Cram And VCF Without Genotype	2/27/18 10:18	2855729	H_WX-2332-2332	11	11	ready	1
211618	165596736	CCDG WGS	Aligned Bam To BQSR Cram And VCF Without Genotype	2/27/18 10:24	2855729	H_WX-2257-2257	12	16	ready	1
211619	165596737	CCDG WGS	Aligned Bam To BQSR Cram And VCF Without Genotype	2/27/18 10:24	2855729	H_WX-2208-2208	12	16	ready	1
211620	165596866	CCDG WGS	Aligned Bam To BQSR Cram And VCF Without Genotype	2/27/18 10:24	2855729	H_WX-2212-2212	16	16	ready	1
211621	165597304	CCDG WGS	Aligned Bam To BQSR Cram And VCF Without Genotype	2/27/18 10:27	2855729	H_WX-2210-2210	16	16	ready	1
211622	165597306	CCDG WGS	Aligned Bam To BQSR Cram And VCF Without Genotype	2/27/18 10:27	2855729	H_WX-2246-2246	16	16	ready	1
211623	165597310	CCDG WGS	Aligned Bam To BQSR Cram And VCF Without Genotype	2/27/18 10:27	2855729	H_WX-2164-2164	12	16	ready	1
211624	165597625	CCDG WGS	Aligned Bam To BQSR Cram And VCF Without Genotype	2/27/18 10:29	2855729	H_WX-2267-2267	10	11	active	0
211629	165597688	CCDG WGS	Aligned Bam To BQSR Cram And VCF Without Genotype	2/27/18 10:29	2855729	H_WX-2272-2272	11	11	ready	1
211634	165597758	CCDG WGS	Aligned Bam To BQSR Cram And VCF Without Genotype	2/27/18 10:30	2855729	H_WX-2336-2336	11	11	ready	1
211636	165597803	CCDG WGS	Aligned Bam To BQSR Cram And VCF Without Genotype	2/27/18 10:30	2855729	H_WX-2313-2313	11	11	ready	1
211642	165599441	CCDG WGS	Aligned Bam To BQSR Cram And VCF Without Genotype	2/27/18 10:45	2855729	H_WX-2187-2187	16	16	ready	1
211643	165599455	CCDG WGS	Aligned Bam To BQSR Cram And VCF Without Genotype	2/27/18 10:45	2855729	H_WX-2160-2160	12	16	ready	1
211644	165599469	CCDG WGS	Aligned Bam To BQSR Cram And VCF Without Genotype	2/27/18 10:45	2855729	H_WX-2248-2248	16	16	ready	1
211645	165599472	CCDG WGS	Aligned Bam To BQSR Cram And VCF Without Genotype	2/27/18 10:45	2855729	H_WX-2217-2217	16	16	ready	1
211646	165599482	CCDG WGS	Aligned Bam To BQSR Cram And VCF Without Genotype	2/27/18 10:45	2855729	H_WX-2251-2251	16	16	ready	1
211647	165599500	CCDG WGS	Aligned Bam To BQSR Cram And VCF Without Genotype	2/27/18 10:45	2855729	H_WX-2155-2155	16	16	ready	1
211648	165599502	CCDG WGS	Aligned Bam To BQSR Cram And VCF Without Genotype	2/27/18 10:45	2855729	H_WX-2148-2148	16	16	ready	1
211649	165599501	CCDG WGS	Aligned Bam To BQSR Cram And VCF Without Genotype	2/27/18 10:45	2855729	H_WX-2261-2261	12	16	ready	1
211650	165599506	CCDG WGS	Aligned Bam To BQSR Cram And VCF Without Genotype	2/27/18 10:45	2855729	H_WX-2219-2219	16	16	ready	1
211651	165599526	CCDG WGS	Aligned Bam To BQSR Cram And VCF Without Genotype	2/27/18 10:45	2855729	H_WX-2192-2192	16	16	ready	1
211652	165599527	CCDG WGS	Aligned Bam To BQSR Cram And VCF Without Genotype	2/27/18 10:45	2855729	H_WX-2199-2199	16	16	ready	1
211653	165599529	CCDG WGS	Aligned Bam To BQSR Cram And VCF Without Genotype	2/27/18 10:45	2855729	H_WX-2237-2237	12	16	ready	1
211654	165599535	CCDG WGS	Aligned Bam To BQSR Cram And VCF Without Genotype	2/27/18 10:45	2855729	H_WX-2157-2157	16	16	ready	1
211655	165599543	CCDG WGS	Aligned Bam To BQSR Cram And VCF Without Genotype	2/27/18 10:45	2855729	H_WX-2234-2234	16	16	ready	1
211656	165599542	CCDG WGS	Aligned Bam To BQSR Cram And VCF Without Genotype	2/27/18 10:45	2855729	H_WX-2256-2256	16	16	ready	1
211657	165599550	CCDG WGS	Aligned Bam To BQSR Cram And VCF Without Genotype	2/27/18 10:45	2855729	H_WX-2175-2175	16	16	ready	1
211658	165599551	CCDG WGS	Aligned Bam To BQSR Cram And VCF Without Genotype	2/27/18 10:45	2855729	H_WX-2185-2185	16	16	ready	1
211659	165599554	CCDG WGS	Aligned Bam To BQSR Cram And VCF Without Genotype	2/27/18 10:45	2855729	H_WX-2255-2255	16	16	ready	1
211660	165599555	CCDG WGS	Aligned Bam To BQSR Cram And VCF Without Genotype	2/27/18 10:45	2855729	H_WX-2229-2229	16	16	ready	1
211661	165599556	CCDG WGS	Aligned Bam To BQSR Cram And VCF Without Genotype	2/27/18 10:45	2855729	H_WX-2215-2215	16	16	ready	1
211662	165599557	CCDG WGS	Aligned Bam To BQSR Cram And VCF Without Genotype	2/27/18 10:45	2855729	H_WX-2258-2258	16	16	ready	1
211663	165599558	CCDG WGS	Aligned Bam To BQSR Cram And VCF Without Genotype	2/27/18 10:45	2855729	H_WX-2196-2196	12	16	ready	1
211664	165599560	CCDG WGS	Aligned Bam To BQSR Cram And VCF Without Genotype	2/27/18 10:45	2855729	H_WX-2218-2218	16	16	ready	1
211665	165599561	CCDG WGS	Aligned Bam To BQSR Cram And VCF Without Genotype	2/27/18 10:45	2855729	H_WX-2236-2236	16	16	ready	1
211666	165599562	CCDG WGS	Aligned Bam To BQSR Cram And VCF Without Genotype	2/27/18 10:45	2855729	H_WX-2230-2230	16	16	ready	1
211667	165599563	CCDG WGS	Aligned Bam To BQSR Cram And VCF Without Genotype	2/27/18 10:45	2855729	H_WX-2235-2235	16	16	ready	1
211668	165599566	CCDG WGS	Aligned Bam To BQSR Cram And VCF Without Genotype	2/27/18 10:45	2855729	H_WX-2221-2221	12	16	ready	1
211669	165599568	CCDG WGS	Aligned Bam To BQSR Cram And VCF Without Genotype	2/27/18 10:46	2855729	H_WX-2223-2223	16	16	ready	1
211670	165599573	CCDG WGS	Aligned Bam To BQSR Cram And VCF Without Genotype	2/27/18 10:46	2855729	H_WX-2171-2171	16	16	ready	1
211671	165599574	CCDG WGS	Aligned Bam To BQSR Cram And VCF Without Genotype	2/27/18 10:46	2855729	H_WX-2189-2189	16	16	ready	1
211672	165599576	CCDG WGS	Aligned Bam To BQSR Cram And VCF Without Genotype	2/27/18 10:46	2855729	H_WX-2226-2226	12	16	ready	1
211673	165599579	CCDG WGS	Aligned Bam To BQSR Cram And VCF Without Genotype	2/27/18 10:46	2855729	H_WX-2260-2260	16	16	ready	1
211674	165599634	CCDG WGS	Aligned Bam To BQSR Cram And VCF Without Genotype	2/27/18 10:46	2855729	H_WX-2209-2209	16	16	ready	1
211675	165599777	CCDG WGS	Aligned Bam To BQSR Cram And VCF Without Genotype	2/27/18 10:47	2855729	H_WX-2183-2183	12	16	ready	1
211676	165600200	CCDG WGS	Aligned Bam To BQSR Cram And VCF Without Genotype	2/27/18 10:49	2855729	H_WX-2197-2197	12	16	ready	1
211677	165600212	CCDG WGS	Aligned Bam To BQSR Cram And VCF Without Genotype	2/27/18 10:49	2855729	H_WX-2250-2250	16	16	ready	1
211678	165600234	CCDG WGS	Aligned Bam To BQSR Cram And VCF Without Genotype	2/27/18 10:49	2855729	H_WX-2179-2179	16	16	ready	1
211679	165600276	CCDG WGS	Aligned Bam To BQSR Cram And VCF Without Genotype	2/27/18 10:49	2855729	H_WX-2238-2238	12	16	ready	1
211680	165600280	CCDG WGS	Aligned Bam To BQSR Cram And VCF Without Genotype	2/27/18 10:49	2855729	H_WX-2167-2167	16	16	ready	1
211681	165600294	CCDG WGS	Aligned Bam To BQSR Cram And VCF Without Genotype	2/27/18 10:49	2855729	H_WX-2204-2204	16	16	active	0
211682	165600337	CCDG WGS	Aligned Bam To BQSR Cram And VCF Without Genotype	2/27/18 10:50	2855729	H_WX-2216-2216	16	16	ready	1
211683	165600345	CCDG WGS	Aligned Bam To BQSR Cram And VCF Without Genotype	2/27/18 10:50	2855729	H_WX-2253-2253	16	16	ready	1
222073	165883565	CCDG WGS	Aligned Bam To BQSR Cram And VCF Without Genotype	3/9/18 13:46	2855729	H_WX-1930-1930	4	16	active	0
222074	165883689	CCDG WGS	Aligned Bam To BQSR Cram And VCF Without Genotype	3/9/18 13:54	2855729	H_WX-1927-1927	4	16	active	0
222075	165883801	CCDG WGS	Aligned Bam To BQSR Cram And VCF Without Genotype	3/9/18 14:01	2855729	H_WX-1925-1925	4	16	active	0
222076	165883944	CCDG WGS	Aligned Bam To BQSR Cram And VCF Without Genotype	3/9/18 14:04	2855729	H_WX-1900-1900	4	16	active	0
222077	165883975	CCDG WGS	Aligned Bam To BQSR Cram And VCF Without Genotype	3/9/18 14:06	2855729	H_WX-1940-1940	4	16	active	0
222078	165883979	CCDG WGS	Aligned Bam To BQSR Cram And VCF Without Genotype	3/9/18 14:06	2855729	H_WX-1848-1848	4	16	active	0
222079	165884038	CCDG WGS	Aligned Bam To BQSR Cram And VCF Without Genotype	3/9/18 14:12	2855729	H_WX-1889-1889	4	16	active	0
222080	165884098	CCDG WGS	Aligned Bam To BQSR Cram And VCF Without Genotype	3/9/18 14:16	2855729	H_WX-1863-1863	4	16	active	0
222081	165884115	CCDG WGS	Aligned Bam To BQSR Cram And VCF Without Genotype	3/9/18 14:18	2855729	H_WX-1928-1928	4	16	active	0
222082	165884120	CCDG WGS	Aligned Bam To BQSR Cram And VCF Without Genotype	3/9/18 14:18	2855729	H_WX-1854-1854	4	16	active	0
222083	165884141	CCDG WGS	Aligned Bam To BQSR Cram And VCF Without Genotype	3/9/18 14:21	2855729	H_WX-1938-1938	4	16	active	0
222084	165884142	CCDG WGS	Aligned Bam To BQSR Cram And VCF Without Genotype	3/9/18 14:21	2855729	H_WX-1880-1880	4	16	active	0
222085	165884159	CCDG WGS	Aligned Bam To BQSR Cram And VCF Without Genotype	3/9/18 14:22	2855729	H_WX-1866-1866	4	16	active	0
222086	165884182	CCDG WGS	Aligned Bam To BQSR Cram And VCF Without Genotype	3/9/18 14:24	2855729	H_WX-1904-1904	4	16	active	0
222087	165884183	CCDG WGS	Aligned Bam To BQSR Cram And VCF Without Genotype	3/9/18 14:24	2855729	H_WX-1914-1914	4	16	active	0
222088	165884342	CCDG WGS	Aligned Bam To BQSR Cram And VCF Without Genotype	3/9/18 14:26	2855729	H_WX-1883-1883	4	16	active	0
222089	165884345	CCDG WGS	Aligned Bam To BQSR Cram And VCF Without Genotype	3/9/18 14:26	2855729	H_WX-1913-1913	4	16	active	0
222090	165884347	CCDG WGS	Aligned Bam To BQSR Cram And VCF Without Genotype	3/9/18 14:26	2855729	H_WX-1861-1861	4	16	active	0
222091	165884585	CCDG WGS	Aligned Bam To BQSR Cram And VCF Without Genotype	3/9/18 14:28	2855729	H_WX-1882-1882	4	16	active	0
222092	165884801	CCDG WGS	Aligned Bam To BQSR Cram And VCF Without Genotype	3/9/18 14:30	2855729	H_WX-1845-1845	4	16	active	0
222093	165884807	CCDG WGS	Aligned Bam To BQSR Cram And VCF Without Genotype	3/9/18 14:30	2855729	H_WX-1846-1846	4	16	active	0
222094	165884974	CCDG WGS	Aligned Bam To BQSR Cram And VCF Without Genotype	3/9/18 14:33	2855729	H_WX-1856-1856	4	16	active	0
222095	165885281	CCDG WGS	Aligned Bam To BQSR Cram And VCF Without Genotype	3/9/18 14:37	2855729	H_WX-1851-1851	4	16	active	0
222096	165885598	CCDG WGS	Aligned Bam To BQSR Cram And VCF Without Genotype	3/9/18 14:43	2855729	H_WX-1908-1908	4	16	active	0
225511	165970570	CCDG WGS	Aligned Bam To BQSR Cram And VCF Without Genotype	3/12/18 15:21	2855729	H_WX-2238-2238	4	16	active	0
225512	165970765	CCDG WGS	Aligned Bam To BQSR Cram And VCF Without Genotype	3/12/18 15:35	2855729	H_WX-2197-2197	4	16	active	0
225513	165970819	CCDG WGS	Aligned Bam To BQSR Cram And VCF Without Genotype	3/12/18 15:37	2855729	H_WX-2208-2208	4	16	active	0
225514	165970820	CCDG WGS	Aligned Bam To BQSR Cram And VCF Without Genotype	3/12/18 15:37	2855729	H_WX-2164-2164	4	16	active	0
225515	165971066	CCDG WGS	Aligned Bam To BQSR Cram And VCF Without Genotype	3/12/18 15:53	2855729	H_WX-2183-2183	4	16	active	0
225516	165971067	CCDG WGS	Aligned Bam To BQSR Cram And VCF Without Genotype	3/12/18 15:53	2855729	H_WX-2160-2160	4	16	active	0
225517	165971579	CCDG WGS	Aligned Bam To BQSR Cram And VCF Without Genotype	3/12/18 16:19	2855729	H_WX-2237-2237	4	16	active	0
225518	165971608	CCDG WGS	Aligned Bam To BQSR Cram And VCF Without Genotype	3/12/18 16:21	2855729	H_WX-2257-2257	4	16	active	0
225519	165971636	CCDG WGS	Aligned Bam To BQSR Cram And VCF Without Genotype	3/12/18 16:23	2855729	H_WX-2221-2221	4	16	active	0
225521	165971913	CCDG WGS	Aligned Bam To BQSR Cram And VCF Without Genotype	3/12/18 16:33	2855729	H_WX-2261-2261	4	16	active	0
225538	165972525	CCDG WGS	Aligned Bam To BQSR Cram And VCF Without Genotype	3/12/18 17:05	2855729	H_WX-2196-2196	4	16	active	0
225539	165972526	CCDG WGS	Aligned Bam To BQSR Cram And VCF Without Genotype	3/12/18 17:05	2855729	H_WX-2226-2226	4	16	active	0
